Frage,a,b,c,d,e
54. Oft müssen Wachpersonen auf die Beachtung von Regeln hinweisen. Welche Formulierungen sind provozierend und sollten unterlassen werden? ,"A) Ich möchte Sie auf die Einhaltung dieser Regel hinweisen.""","B) ,,Wie oft soll ich das noch wiederholen! Tun Sie endlich, was ich Ihnen sage!"" ","C) „Es ist auch in Ihrem Interesse, wenn Sie die Anordnung befolgen!"" ","D) ,,In Ihrem Alter sollten Sie das besser wissen und sich anders verhalten!"" ",.
"55. Wer zeichnet sich im Gespräch als „kompromissbereit"" aus? ",A) Wer nicht nachgibt und keine Zugeständnisse macht ,B) Wer Gegenargumente zur Konfliktlösung heranzieht,C) Wer auf seinem Standpunkt beharrt und nicht einlenkt ,D) Wer aufmerksam zuhört und Vorschläge zur Problemlösung einbringt ,.
56. Welche nonverbalen Signale können eine Konfliktsituation entspannen? ,A) Verschränkte Arme,B) Zustimmendes Lächeln ,C) Zorniger Gesichtsausdruck,D) Offene Arme,.
57. Was können Minderwertigkeitsgefühle bewirken? ,A) Sie können Frustrationen auslösen ,B) Sie können die soziale Kompetenz stärken ,C) Sie können zur Antriebslosigkeit führen,D) Sie können den sachlichen Umgang mit Konflikten fördern ,.
58. Wie kann sich Alkohol auf Personen auswirken?,A) Die Wahrnehmung nimmt zu und verbessert sich,B) Die Person wird risikobereiter und mutiger,C) Die Konzentration verbessert sich ,"D) Die Motorik verändert sich, Bewegungen werden unkontrollierter ",.
59. Welches Verhalten drückt nonverbal Ablehnung gegenüber dem Gesprächspartner aus? ,A) Zugewandte und offene Körperhaltung ,"B) Ein von unten nach oben gerichteter, prüfender Blick 
",C)  Zustimmendes Nicken ,D) Demonstratives Verschränken der Arme vor der Brust ,.
60. Wann kann ein Konflikt am ehesten entstehen? ,A)  Wenn Menschen mit unvereinbaren Interessen aufeinandertreffen ,B) Wenn Menschen sich respektieren ,C) Wenn Menschen gleiche Interessen verfolgen ,D) Wenn Menschen ähnliche Wertvorstellungen haben ,.
61. Welches Verhalten kann bei aggressiven Personen beobachtet werden? ,A) Sie sind in ihren Aktionen gehemmt ,B) Sie sind leicht zu überzeugen und zeigen sich verständnisvoll ,C) Sie sind oft gewalttätig ,D) Sie reagieren eher gefühlsmäßig,.
62. Was sollte bei einer Befragung durch Wachpersonen unterlassen werden? ,A) Die Befragung im Beisein von Zeugen durchführen,"B) Suggestivfragen stellen, um schnell zu einem erwünschten Ergebnis zu kommen 
",C) Die zu befragende Person vor anderen bloßstellen ,D) Mehrere Zeugen trennen und nacheinander befragen ,.
63. Welche Aussagen zur Stellung einer Person in einer Gruppe sind richtig? ,A) Die Stellung in der Gruppe wird vom Zufall bestimmt ,B) An die Stellung in der Gruppe werden Erwartungen geknüpft ,C) Die Stellung in der Gruppe ist abhängig von der Bedeutung der Rolle ,D) Die Stellung in der Gruppe ist dauerhaft und stabil ,.
"64. Ein neuer Mitarbeiter fragt einen älteren Kollegen nach Möglichkeiten, wie er sich bei den Arbeitskollegen Respekt und Ansehen verschaffen könne. Welche Ratschläge sind hilfreich? ",A) Zuverlässig und hilfsbereit sein,"B) Zeigen, dass er alles besser kann und weiß ","C) Streng, kompromisslos und unnachgiebig sein ","D) Einsichtig sein, auch mal Fehler zugeben können ",.
65. Welche Schlüssel gehören zu einer Generalhauptschlüsselanlage? ,A) Zentralschlüssel ,B) Gruppenschlüssel ,C) Obergruppenschlüssel ,D) Buntbartschlüssel,.
66. Welche Mindestabstände müssen beim Einsatz von Handfeuerlöschern in elektrischen Anlagen bis 1000 V beachtet werden? ,A) Beim Einsatz von Kohlendioxidlöschern mindestens 3 m ,B) Beim Einsatz von Schaumlöschern mindestens 3 m ,C) Beim Einsatz von ABC-Pulverlöschern mindestens 1 m ,D) Beim Einsatz von Wasserlöschern mit Sprühdüse mindestens 5 m ,.
"67. Gefahrenmeldeanlagen werden unterschieden in Einbruch-, Brand- und Überfallmeldeanlagen. Welche Bauelemente werden nur in Einbruchmeldeanlagen eingesetzt?",A) Primäre und sekundäre Stromversorgung ,B) Zentraleinheit ,C) Bewegungsmelder,D) Scharfschalteinrichtung,.
"68. Worin besteht der Löscheffekt,,Abkühlen"" des Löschmittels Wasser? ",A) Trennung des brennbaren Stoffes vom Sauerstoff der Umgebungsluft ,B) Wärmebindung infolge der Verdampfung des Wassers,C) Verdünnung des Sauerstoffs der Umgebungsluft auf unter 15%,"D) Abkühlung des brennbaren Stoffes bis unter die Mindestverbrennungstemperatur 
",.
69. Welche Aussagen treffen auf eine Hauptschlüsselanlage zu? ,A) Einzelschlüssel können alle Schließzylinder der Anlage öffnen ,B) Einzelschlüssel können den Hauptschlüssel ersetzen,C) Hauptschlüssel schließen alle Schließzylinder der Anlage ,D) Einzelschlüssel schließen nur den dazugehörigen Schließzylinder ,.
70. Welche Bestandteile eines Gebäudes bilden Schwerpunkte einer Außenhautkontrolle? ,A) Fenster und Dachluken ,B) Ein- und Ausfahrten,C) Zäune und Mauern,D) Ein- und Ausgangstüren ,.
"71. Was bedeutet der „Duplex-Betrieb"" beim Funkbetrieb?",A) Die Datenübertragung ist nur in eine Richtung möglich ,B) Die Datenübertragung ist nur abwechselnd in beide Richtungen einer Telekommunikationsverbindung möglich ,C) Die Datenübertragung ist gleichzeitig in beide Richtungen einer Telekommunikationsverbindung möglich ,D)  Die Datenübertragung ist nur zwischen zwei ortsfesten Funkstellen möglich ,.
72. Welche Aussagen zu „einbruchhemmenden Türen“ sind richtig? ,"A) Sie können in Holz, Kunststoff oder Metall ausgeführt sein",B) Sie erschweren nach Widerstandsklassen Einbrüche mit Werkzeugen oder körperlicher Gewalt,C) Sie müssen für den Einbau von Einbruchmeldetechnik vorgerüstet sein ,D) Die Nachrüstung von Türen ist unzulässig. Die einbruchhemmende Wirkung muss werksseitig hergestellt werden ,.
