Frage,a,b,c,d,e
61. Worauf sollten Sender und Empfänger während der Kommunikation achten?,"A) Wichtige Äußerungen und Aussagen wiederholen lassen, um Mißverständnisse zu vermeiden","B) Immer sehr laut sprechen, damit alles verstanden wird","C) Durch Verständnisfragen sicherstellen, dass der Empfänger alles richtig verstanden hat","D) Leise sprechen und nah an den Empfänger herantreten, damit andere nicht mithören können",.
62. Was bewirken Gesten als Ausdrucksmittel der nonverbalen Kommunikation am ehesten?,A) Sie verbessern die Verständlichkeit des Gesagten,B) Sie verfälschen das Gesagte,C) Sie ermöglichen in allen Kulturen Verständigung,D) Sie stören die Kommunikation und lenken den Zuhörer ab,.
"63. Ein neuer Mitarbeiter fragt einen älteren Kollegen nach Möglichkeiten, wie er sich bei den Arbeitskollegen Respekt und Ansehen verschaffen könne. Welche Ratschläge sind hilfreich?",A) Zuverlässig und hilfsbereit sein,"B) Zeigen, dass er alles besser kann und weiß","C) Streng, kompromisslos und unnachgiebig sein","D) Einsichtig sein, auch mal Fehler zugeben können",.
"64. Welche Aussagen beschreiben, was Aggression ist?","A) Die Aggression ist darauf gerichtet, z.B. Personen, Sachen oder Tiere zu beschädigen, zu verletzen oder zu zerstören","B) Die Aggression ist ein Verhalten, das sich stets unbeabsichtigt entlädt, z.B. gegen Personen, Sachen oder Tiere","C) Die Aggression ist ein Verhalten, das immer die Folge von Frustrationen ist und sich z.B. gegen Personen, Sachen oder Tiere richtet","D) Aggression ist verbal oder brachial, z.B. in Form einer Beleidigung oder feindseliger Gewalt",.
65. Welche Aussagen zu einbruchhemmenden Türen sind richtig?,"A) Sie können in Holz, Kunststoff oder Metall ausgeführt sein",B) Sie erschweren nach Widerstandsklassen Einbrüche mit Werkzeugen oder körperlicher Gewalt,C) Sie müssen für den Einbau von Einbruchmeldetechnik vorgerüstet sein,D) Die Nachrüstung von Türen ist unzulässig. Die einbruchhemmende Wirkung muss werksseitig hergestellt werden,.
66. Was sind Systemkomponenten von Zutrittskontrollanlagen?,"A) Drehkreuze, Türen",B) Energieversorgung,C) Videoüberwachungskamera,D) Bedienungseinrichtung,.
67. Wo werden Infrarot-Lichtschranken eingesetzt?,A) Zur Überwachung der Außenhaut,B) Zur Überwachung von Innenräumen,C) Zur Überwachung von Glastüren,D) Zur Überwachung von Tresoren,.
68. Wobei haben Wachpersonen im Rahmen ihrer Kontrolltätigkeit eine Mitverantwortung?,A) Beim vorbeugenden betrieblichen Brandschutz,B) Beim abwehrenden betrieblichen Brandschutz,C) Beim baulichen betrieblichen Brandschutz,D) Beim organisatorischen  betrieblichen Brandschutz,.
69. Welche Aussagen zum Digitalfunk sind richtig?,A) Er ist störanfälliger und leistungsschwächer als der Analogfunk,B) Er bietet eine Notruffunktion mit Ortungsmöglichkeit,C) Er gewährt eine bessere Sprachqualität und unterdrückt störende Hintergrundgeräusche,"D) Er ist leicht abzuhören, d.h„ der Datenschutz ist nicht gesichert",.
70. Worauf müssen Wachpersonen bei der Kontrolle von Fluchtwegen und Fluchttüren in einem Sicherungsobjekt achten?,A) Dass auf den Fluchtwegen abgestellte Gegenstände im Notfall schnell weggeräumt werden können,B) Dass sich die Notausgangstüren in Fluchtrichtung öffnen lassen,C) Dass die Schlüssel für Notausgangstüren in einem Schlüsselkasten bereitgehalten werden,D) Dass die vorhandene Sicherheitsbeleuchtung intakt ist,.
"71. Welche Bedienungsfehler können dazu führen, dass bei Funkgeräten kein Funkkontakt herzustellen ist?",A) Geräteantenne abgebrochen,B) Falscher Kanal ist gewählt,C) Akku ist wegen eines Kurzschlusses leer,D) Funkgerät ist nicht eingeschaltet,.
72. Welche Löschtaktik ist zur Bekämpfung von Tropf- und Fließbränden geeignet?,A) Löschen mit einem Wasservollstrahl,B) Löschen von unten nach oben zur Brennstoffquelle hin,C) Löschen von oben nach unten zum Brandherd hin,"D) Nacheinander mit mehreren Handfeuerlöschern löschen, um Löschreserven zu bilden",.
