Frage,a,b,c,d,e
62. Zu welcher Kommunikationsart werden Äußerlichkeiten wie Kleidung und Schmuck gezählt?,A) Zur verbalen Kommunikation,B) Zur nonverbalen Kommunikation,C) Zur paraverbalen Kommunikation,D) Zur extraverbalen Kommunikation,.
63. Was zählt zur nonverbalen Kommunikation?,A) Das gesprochene Wort,B) Kopf- und Körperhaltung,C) Gestik und Mimik,D) Schriftliche Äußerungen,.
64. Wann kann das Ehr- und Schamgefühl einer Person verletzt werden?,A) Wenn sich Sicherheitsmitarbeiter bei Taschenkontrollen über die Tascheninhalte lustig machen,B) Wenn eine Person in einem von außen nicht einsehbaren Raum zu einem Arbeitsunfall befragt wird,C) Wenn ein Arbeitskollege vor anderen mit lauter Stimme bloßgestellt wird,D) Wenn ein Mitarbeitergespräch unter vier Augen geführt wird,.
65. Welche Schlüssel gehören zu einer Generalhauptschlüsselanlage?,A) Zentralschlüssel,B) Gruppenschlüssel,C) Obergruppenschlüssel,D) Buntbartschlüssel,.
66. Welche Aussagen im Umgang mit einer Sicherungskarte für Schließanlagen sind richtig?,"A) Die Sicherungskarte soll so aufbewahrt werden, dass schließberechtigte Mitarbeiter bei Bedarf selbst Ersatzschlüssel anfertigen lassen können",B) Die Sicherungskarte ist zuverlässig gegen den Zugriff von unbefugten Personen aufzubewahren,"C) Der Berechtigte muss die Sicherungskarte dem Hersteller vorlegen , damit anhand der Codierung Ersatzschlüssel angefertigt werden können","D) Wenn eine Sicherungskarte verloren geht, ist es nicht mehr möglich, Ersatzschlüssel anfertigen zu lassen",.
67. Welche Aufgaben soll eine Brandmeldezentrale erfüllen?,"A) Sie erfüllt Informationsaufgaben, z.B. über ein Feuerwehrbedienfeld",B) Sie schließt Rauch- und Wärmeabzugsanlagen (RWA),C) Sie aktiviert nach einem Brandalarm eine vorhandene nasse Sprinkleranlage,"D) Sie erledigt Steuerungsaufgaben , z.B. das Abschalten von Klimaanlagen und Aufzügen",.
68. Welche Aussagen zu nassen Sprinkleranlagen (Nassanlagen) sind richtig?,A) Bei Nassanlagen ist das gesamte Rohrleitungsnetz bis hin zu den Sprinklern mit Wasser gefüllt,B) Mit dem Öffnen des ersten Sprinklers strömt das Löschwasser durch das Nassalarmventil. Hierdurch wird gleichzeitig Alarm ausgelöst,"C) Bei Nassanlagen befindet sich Wasser nur bis zum Trockenalarmventil, während das Sprinklerrohrnetz mit Druckluft gefüllt ist",D) Typische Einsatzmöglichkeiten für Nassanlagen sind z.B. Raffinerien und Chemieanlagen,.
"69. Gefahrenmeldeanlagen werden unterschieden in Einbruch-, Brand- und Überfallmeldeanlagen. Welche Bauelemente werden nur in Einbruchmeldeanlagen eingesetzt?",A) Die primäre und sekundäre Stromversorgung,B) Die Zentraleinheit,C) Die Bewegungsmelder,D) Die Scharfschalteinrichtung,.
70. Welche Brandmelder reagieren auf Temperaturanstieg?,A) Rauchmelder,B) Wärmemaximalmelder,C) Flammenmelder,D) Wärmedifferentialmelder,.
71. Welchem Zweck dienen Magnetkontakte?,A) Sie dienen der optischen Verschlussüberwachung von Türen,B) Sie dienen der Öffnungsüberwachung von Türen,C) Sie dienen der Sehartschaltung von Einbruchmeldeanlagen,D) Sie dienen dem Außenhautschutz und der Objektüberwachung,.
72. Warum ist Wasser als Löschmittel für Brände fester Stoffe geeignet?,A) Weil es im Verhältnis zu anderen Löschmitteln eine sehr hohe Löschleistung besitzt,B) Weil es Wärme bindet und damit die Entzündungstemperatur absenkt,C) Weil es als Vollstrahl tief liegende Glutnester erreicht und freilegt,D) Weil es aufgrund seiner Vernetzung mit dem brennbaren Stoff erstickend wirkt,.
